cultivar_id,fruit_group,species_slug,cultivar_name,species_scientific,type_label,description_text,synonyms,availability_text,held_in_nfc,images,source_url,source_licence,nfc_id,acc4,flower_10pct_mmdd,flower_full_mmdd,petal_fall_90pct_mmdd,picking_window_text,bloom_week,bloom_band,harvest_band,self_fertile,triploid,pollination_notes,disease_scab,disease_mildew,disease_fire_blight,wet_climate_suitability,drought_suitability,enrichment_sources,trait_size,trait_shape,trait_ribbing,trait_crown,trait_ground_colour,trait_over_colour_amount,trait_over_colour,trait_over_colour_pattern,trait_russet,trait_crunch,trait_flesh_colour,trait_height,trait_width,trait_firmness,trait_skin_colour,trait_juice_colour,trait_weight,trait_stone,trait_flavour,trait_veining,trait_hairiness,trait_bristles
apple-james-grieve,apple,fruit-apple,James Grieve,Malus domestica Borkh.,Culinary / Dessert,"Raised by James Grieve in Edinburgh, Scotland and introduced by his employers, Dickson's nurserymen. It was first recorded in 1893. Received Award of Merit in 1897 and First Class Certificate in 1906 from RHS. Fruits have rather soft but very juicy flesh with a good refreshing flavour.",Dzems Griw|Grieve|Jems Griv,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=2973&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),2973.0,,05-10,05-18,,Early September,20.0,,,,,,,,,,,,medium,Globose conical,weak-medium,weak,Yellow,low-medium,Red,striped/mottled,low,,Cream,,,soft,,,,,,,,
apple-ribston-pippin,apple,fruit-apple,Ribston Pippin,Malus domestica Borkh.,Dessert,"Raised at Ribston Hall, Yorkshire, England from seed brought from Rouen, and planted in about 1707. Received the Award of Merit from the Royal Horticultural Society in 1962. Fruits have firm, fine-textured, moderately juicy flesh with a rich aromatic flavour.",Beautiful Pippin|Englische Granat Reinette|Englische Granat-Reinette|Englische Granatreinette|Englische Granatrenette|English Granat Reinette|Essex Pippin|Flory of York|Formosa|Formosa Pepping|Formosa Pippin|Glory of York|Granat-Reinette|Granatreinette|Jadrnac Ribstonsky|Kaiser Reinette|Lord Raglan|Nonpareil d'Angleterre|Nonpareille|Nonpareille d'Angleterre|Pepin de Ribston|Pepin Ribston|Pepin Ribstona|Pepina Ribstona|Pomme Granatee|Pomme Granite|Poppina Ribston|Reinette de Traver|Reinette de Travers|Reinette de Traves|Reinette Grenade Anglaise|Ribsten Renett|Ribston|Ribston Orange|Ribston Pepin|Ribston Pepping|Ribston-Pepping|Ribston's Pepping|Ribstone|Ribstone Pippin|Ribstonov Pepin|Ribstonské|Ribstonsky Jadernac|Ridge|Rockhill's Russet|Traver's|Traver's Apple|Traver's Pippin|Traver's Reinette|Travers|Travers Apple|Travers Peppin|Travers Pippin|Travers Reinette|Travers'|Travers' Apfel|Travers' Pippin|Travers's|Travers's Apple|Travers's Reinette,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Material held in the Marcher Apple Network collections (Croft Pendarren) Material held in the Marcher Apple Network collections (Donnington) Mother to: Sturmer Pippin Jennifer Wastie Cox's Pomona Cox's Orange Pippin Cox's Orange Pippin Red Sport (Potter) Father to: Freiherr von Berlepsch King's Acre Pippin Laxton's Rearguard Reverend W. Wilks,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=5351&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),5351.0,,05-08,05-16,,Late September,20.0,,,,,,,,,,,,medium,Flat,medium,,Yellow,,Orange,streaked,low,,Yellowish,55.50 mm,66.50 mm,firm,,,,,,,,
apple-fortune,apple,fruit-apple,Fortune,Malus domestica Borkh.,tree 2,"Raised in 1904 by Laxton Brothers Ltd. at Bedford, England and introduced in 1931. It received a First Class Certificate from the Royal Horticultural Society in 1948. Fruits have fairly firm, rather coarse-textured, juicy flesh with a sweet and good aromatic flavour.",Laxton's Fortune,Material available from the National Fruit Collection. Material held in the East of England Apples & Orchards Project Material held in Tidnor Wood National Collection® of Malus (Cider making) Material held in the Marcher Apple Network collections (Tredomen),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=2098&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),2098.0,,05-09,05-17,,tree 1,20.0,,,,,,,,,,,,tree 2,tree 2,weak,tree 2,tree 2,,tree 2,tree 2,tree 2,,Cream,60.00 mm,67.00 mm,tree 2,,,,,,,,
apple-fiesta,apple,fruit-apple,Fiesta,Malus domestica Borkh.,Dessert,"Raised in 1972 at East Malling Research Station, Kent. It received an Award of Merit in 1987 from the Royal Horticultural Society. Fruits are crisp and juicy with a Cox-like flavour.",Red Pippin,Material in the National Fruit Collection not currently available.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=2018&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),2018.0,,05-02,05-10,,Late September,19.0,,,,,,,,,,,,medium,Globose conical,absent,weak,Yellow,medium,Orange,striped/mottled,low,crisp,Cream,58.69 mm,70.11 mm,,,,,,,,,
apple-gravenstein,apple,fruit-apple,Gravenstein,Malus domestica Borkh.,Culinary / Dessert,"Triploid. Said to have originated either in the garden of the Duke of Augustenberg, Castle of Graefenstein, Schleswig-Holstein or in Italy or Southern Tyrol and sent to Schleswig-Holstein, or scions from Italy sent home by a brother of Count Chr. Ahlefeldt of Graasten Castle, South Jutland. It is thought to have arrived in Denmark in about 1669. Fruits have crisp, rather coarse-textured, juicy flesh with a pleasant mixture of sweetness and acidity with a distinctive flavour.",A. Grafenstein|Almindelig Graasteensaeble|Blumen Calvill|Blumen Calville|Blumencalvill|Calville de Grafenstein|Calville de Gravenstein|Calville Grafensteiner|Calville Gravenstein|Calville Gravensteiner|Danish Graasteen|de Comte|de Gravenstein|de Princesse|der Graefensteiner|Diel's Sommerkonig|Diels Sommer Konig|Diels Sommerkonig|Early Congress|Ernteapfel|Gelber Gravensteiner|Graafen|Graasteen|Graasten|Graastensaeble|Graefenstein|Graefensteiner|Grafen Apfel|Grafen-Apfel|Grafenapfel|Grafenshteinskii kalvil|Grafenshteinskoe zbeltoe|Grafenstain|Grafensteiner|Grafensteinskoe|Grafszt ynek|Grafsztynek Prawdziwy|Graistynek|Grave Slige|Grave Slije|Grave Sliji|Grave Stige|Grave Stigne|Grave Stije|Gravensteen|Gravensteener|Gravenstein Apple|Gravensteiner|Gravensteiner (Gul)|Gravensteini alma|Gravensteinsapple|Gravenstener|Gravenstine|Gravstynke|GravstynskT|Greastener|Gul Graastener|Gult Graasteensaeble|Harryman|Ohio Nonpareil|Pansky vonac|Paradies|Paradies Apfel|Paradiesapfel|Petergaard|Petersgaards Graasten|Pomme de Gravenstein|Pomme Graefenstein|Prinzessin Apfel|Prinzessinapfel|Ripp Apfel|Rippapfel|Romarin de Botzen|Sabin|Sabine|Sabine (des Flamands)|Sabine (of the Flemings)|Sabine of the Flemings|Savine|Sommer Koning|Sommerkonig|Stroemling|Strohmer|Stromerling|Stromling|The Gravenstein Apple|Tom Harryman,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Mother to: Filippa Dulmener Rosenapfel Father to: James Lawson Adersleber Calville Sports: All-Red Gravenstein Morkrod,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=2444&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),2444.0,,05-03,05-10,,Early September,19.0,,,,True,,,,,,,,large,Truncate conical,medium-strong,,Orange,,Orange,,,crisp,Yellowish,64.00 mm,74.00 mm,,,,,,,,,
apple-kidds-orange-red,apple,fruit-apple,Kidd's Orange Red,Malus domestica Borkh.,Dessert,"Raised in 1924 at Greytown, Wairarapa, New Zealand by J.H.Kidd. It was introduced to the UK in about 1932. Fruits have firm, crisp, juicy, sweet flesh with a rich aromatic flavour.",Delco|Kidd's Orange|Kidd's Oranje Roode,Material available from the National Fruit Collection. Material held in the Marcher Apple Network collections (Donnington),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=3201&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),3201.0,,05-12,05-20,,Mid October,20.0,,,,,,,,,,,,medium,Truncate conical,medium,,Yellow,,Orange,striped,very low,crisp,Cream,54.00 mm,67.00 mm,firm,,,,,,,,
apple-esopus-spitzenburg,apple,fruit-apple,Esopus Spitzenburg,Malus domestica Borkh.,Dessert,"Originated at Esopus, Ulster County, New York, USA. Known before 1790. Fruits have crisp, tender flesh with a subacid and aromatic flavour.",Aesopus Spitzemberg|Aesopus Spitzenberg|Aesopus Spitzenburg|Aesopus Spitzenburgh|Asopus Spitzenburg|Esopus|Esopus (Spitzenburg)|Esopus Spitzemberg|Esopus Spitzenberg|Esopus Spitzenburgh|Ezop Spitzenburg|Spitszenburgh|Spitzenberg|Spitzenburg|Spitzenburgh|True Spitzenberg|True Spitzenburg|True Spitzenburgh,Material available from the National Fruit Collection. Mother to: Idagold Jonathan Stearns Accession No. 1950 - 033 fingerprint check_circle Accession name Esopus Spitzenburg,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=1903&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),1903.0,,05-12,05-19,,Early October,20.0,,,,,,,,,,,,medium,Globose conical,weak-medium,medium,Yellow,medium,Orange,striped/solid flush,low,,Yellowish,61.32 mm,63.58 mm,,,,,,,,,
apple-ashmeads-kernel,apple,fruit-apple,Ashmead's Kernel,Malus domestica Borkh.,Dessert,"Raised in about 1700 by Dr Ashmead, Gloucester. It received a First Class Certificate from the Royal Horticultural Society in 1981. Fruits have firm, juicy flesh with a rich aromatic flavour.",Aschmead's Saemling|Aschmead's Seedling|Ashmead's Saemling|Ashmead's Samling|Ashmead's Seedling|Doctor Ashmead's Kernel|Dr Ashmead's Kernel|Samling von Ashmead|Semis d'Aschmead|Semis d'Ashmead|Seyanets Ashmida,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Material held in the Gloucestershire Orchard Trust collection ( link to website ) Material held in the Marcher Apple Network collections (Paramor) Material held in the Marcher Apple Network collections (Croft Pendarren) Material held in the Marcher Apple Network collections (Donnington),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=230&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),230.0,,05-14,05-22,,Early October,21.0,,,,,,,,,,,,medium,Broad globose conical,weak-medium,,Green yellow,,Brown,,high-very high,,Yellowish,70.00 mm,65.00 mm,firm,,,,,,,,
apple-arkansas-black,apple,fruit-apple,Arkansas Black,Malus domestica Borkh.,Dessert / Culinary,"A late-season, very dark red apple with firm flesh and good keeping quality; often used for fresh eating and baking.",Arkansas Black,Commonly sold for home orchards/gardens in Europe (nursery stock).,False,,https://es.wikipedia.org/wiki/Arkansas_Black,CC BY-SA 4.0 (Wikipedia); summary written for this dataset.,,,,,,October–November,,,,,,,,,,,,Wikipedia,,,,,,,,,,,,,,,,,,,,,,
apple-winston,apple,fruit-apple,Winston,Malus domestica Borkh.,Dessert,"Raised in 1920 by William Pope at Welford Park, Berkshire, England. Introduced (as Winter King) in 1935. Renamed Winston in 1944. Fruits have firm, fine-textured, juicy flesh with a sweet and good aromatic flavour.",Cox d'Hiver|Winter King|Wintercheer,Material available from the National Fruit Collection.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=6827&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),6827.0,,05-14,05-22,,Mid October,21.0,,,,,,,,,,,,medium,Globose conical,weak,weak,Green yellow,high,Orange,streaked,very low,crisp,Greenish,,,firm,,,,,,,,
apple-sunset,apple,fruit-apple,Sunset,Malus domestica Borkh.,Dessert,"Raised in about 1918 by G.C.Addy at Ightham, Kent. Named in 1933. It received an Award of Merit from the Royal Horticultural Society in 1960. Fruits have firm crisp, fine-textured flesh with a good aromatic Cox-like flavour.",,Material available from the National Fruit Collection.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=6152&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),6152.0,,05-09,05-16,,Late September,20.0,,,,,,,,,,,,medium,Broad globose conical,very weak,,Yellow,,Orange,striped,,crisp,Cream,,,firm,,,,,,,,
apple-bramleys-seedling,apple,fruit-apple,Bramley's Seedling,Malus domestica Borkh.,Culinary,"Triploid. Raised by Mary Ann Brailsford, Southwell, Nottinghamshire, England between 1809 and 1813 and introduced in 1865 by nurseryman H. Merryweather. First exhibited in 1876. Received a First Class Certificate from the Royal Horticultural Society in 1893. The most popular cooking apple grown in the UK.",Bramley|Bramleys Samling|Triomphe de Kiel,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Material held in the Marcher Apple Network collections (Tredomen) Mother to: Woolbrook Russet Byfleet Seedling Florence Bennett Sports: Crimson Bramley Accession No. 1974 - 341 fingerprint check_circle Accession name Bramley's Seedling (LA),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=714&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),714.0,,05-12,05-18,,Early October,20.0,,,,True,,,,,,,,large-very large,Flat,medium,weak-medium,Whitish green,low-medium,Orange,striped/washed out,low,,Cream,,,firm,,,,,,,,
apple-grenadier,apple,fruit-apple,Grenadier,Malus domestica Borkh.,Culinary,"First recorded in 1862 and introduced to commerce in about 1875. It received a First Class Certificate from the Royal Horticultural Society in 1883. The most widely grown early commercial cooking apple in the UK. Fruits have firm, fine-textured, juicy fle",,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Mother to: Sowman's Seedling,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=2501&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),2501.0,,05-11,05-18,,Mid August,20.0,,,,,,,,,,,,medium-large,Broad globose conical,medium-strong,,Green yellow,very low,Brown,,very low,,White,57.00 mm,66.00 mm,medium-firm,,,,,,,,
apple-blenheim-orange,apple,fruit-apple,Blenheim Orange,Malus domestica Borkh.,Culinary / Dessert,"Triploid. Discovered by Mr Kempster at Woodstock near Blenheim, Oxfordshire, England in about 1740. Distributed in about 1818. It received the Banksian medal from the Royal Horticultural Society in 1822. Fruits have creamy white, somewhat coarse-textured and rather dry flesh with a rich, characteristic aromatic flavour. Cooks well.",Beauty of Dumbleton|Belle d'Angers|Bleinheim Pepping|Bleinheim Pippin|Blenhaimska zlatna reneta|Blenheim|Blenheim Orange Pippin|Blenheim Pepping|Blenheim Pippin|Blenheimer Goldrenette|Blenheimer Reinette|Blenheimi renet|Blenheims Guldrenett|Blenheimska|Blenheimská reneta|Blenheimská reneta|Gold reinePippin|Gold-Reinette von Blenheim|Konigin Victoria|Lucius Apfel|Northampton|Northwich Pippin|Northwick Pippin|Northwitch Blenheim|Orange Pippin|Perle d'Angleterre|Pomme de Blenheim|Postrophe|Prince de Galles|Prince of Wales|Reinette d'Or de Blenheim|Reinette de Blenheim|Reinette de Savalle|Reinette doree de Blenheim|Reinette Gold von Blenheim|Renet auriu de Blenheim|Renet Blengeimskii|Renet Blengheimskii|Renet de Blenheim|Renet Zolotoi Blengeimskii|Renet zolotoi blengheimskii|Reneta Blenheimska|Renetta dorata di Blenheim|Ward's Pippin|Woodstock|Woodstock Pippin|Woodstock's Pippin|Zlota reneta Blenheimska,Material available from the National Fruit Collection. Material held in the Marcher Apple Network collections (Paramor) Material held in the Marcher Apple Network collections (Tredomen) Material held in the Marcher Apple Network collections (Croft Pendarren) Material held in the Marcher Apple Network collections (Donnington) Material held in the Marcher Apple Network collections (Ffordd-fawr) Mother to: Oxford Yeoman George Carpenter Oxford Conquest Beauty of Hants Howgate Wonder Annie Elizabeth Edward VII Eynsham Challenger Eynsham Dumpling Sergeant Peggy Robert Blatchford Father to: Celt Victory (Carpenter) Newton Wonder Sports: Aldenham Blenheim Red Blenheim (Wastie) Accession No. 1973 - 133 fingerprint check_circle Accession name Blenheim Orange (LA 62A),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=625&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),625.0,,05-12,05-19,,Late September,20.0,,,,True,,,,,,,,large,Flat globose,weak,,Yellow,,Red,striped/solid flush,,crisp,Yellowish,,,,,,,,,,,
apple-howgate-wonder,apple,fruit-apple,Howgate Wonder,Malus domestica Borkh.,Culinary,"Raised in 1915-16 by G. Wratton at Howgate Lane, Bembridge, Isle of Wight. It was introduced in 1932 by Stuart Low Co. Received an Award of merit from the RHS in 1929. Fruits have firm, fine-textured, juicy flesh which is quite sweet when ripe with a faint aromatic flavour. Cooks well.",,Material available from the National Fruit Collection.,True,,https://www.nationalfruitcollection.org.uk/full2.php?id=2839&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),2839.0,,05-12,05-20,,Early October,20.0,,,,,,,,,,,,large,Truncate conical,weak-medium,,Yellow,,Red,streaked,,crisp,Cream,79.00 mm,95.00 mm,,,,,,,,,
apple-lord-derby,apple,fruit-apple,Lord Derby,Malus domestica Borkh.,Culinary,"Raised by Witham, Stockport, Cheshire. It was first recorded in 1862. Fruits are rather coarse textured, somewhat dry with a subacid flavour. Cooks well.",Derby|London Major|London Mayor,Material available from the National Fruit Collection. Material held in Tidnor Wood National Collection® of Malus (Cider making) Material held in the Marcher Apple Network collections (Tredomen) Material held in the Marcher Apple Network collections (Croft Pendarren) Material held in the Marcher Apple Network collections (Ffordd-fawr),True,,https://www.nationalfruitcollection.org.uk/full2.php?id=3610&&fruit=apple,Open Government Licence (Crown Copyright; excluding logos),3610.0,,05-14,05-23,,Late September,21.0,,,,,,,,,,,,large,Broad globose conical,strong,medium-strong,Whitish yellow,absent,Brown,washed out,low,,Cream,66.83 mm,78.05 mm,soft-medium,,,,,,,,
